gov_intervention,n,full_overdue_incidence,mean_O_rate,mean_completion_stage
0.0,13,0.7692307692307693,0.9040217966493388,1.6153846153846154
1.0,80,0.7625,0.8591385661362481,2.375
2.0,48,0.7083333333333334,0.8555770692339068,2.3125
3.0,33,0.8181818181818182,0.8662649349888617,2.3636363636363638
