model,term,estimate,std_error,statistic,p_value,conf_low,conf_high,n_obs,converged,warning
color_red,Intercept,11.339548439592384,1.4572356499527717,7.781547507405473,7.164271677514103e-15,8.483419048697135,14.195677830487634,105,True,
color_red,C(x2)[T.1],0.09021985372119913,0.09354637421158768,0.9644398778849037,0.334825437324477,-0.09312767061781922,0.27356737806021747,105,True,
color_red,x1,0.0017976521953328905,0.0010602566705954133,1.6954877485688202,0.08998293242060454,-0.000280412693402467,0.003875717084068248,105,True,
color_red,x3,-0.013494890806480126,0.0013692353517511815,-9.855786143135186,6.47083039510716e-23,-0.016178542782271474,-0.010811238830688779,105,True,
color_red,x4,0.04673084112944906,0.02841952550085126,1.644321652310814,0.10010977910775475,-0.008970405309937056,0.10243208756883518,105,True,
color_red,x5,-0.7944830919044187,1.654482588438467,-0.4802003342049476,0.6310849492293731,-4.0372093782924185,2.4482431944835814,105,True,
color_red,x6,0.6114267179522757,2.622269725138121,0.23316698205790803,0.8156317437690729,-4.528127501068187,5.75098093697274,105,True,
color_red,x7,0.01657867506779865,0.26639272803427433,0.0622339625789846,0.9503765166714409,-0.5055414776227526,0.5386988277583499,105,True,
color_yellow,Intercept,12.324513414575978,0.270146943693815,45.62151711234832,0.0,11.795035134402532,12.853991694749425,46,True,
color_yellow,C(x2)[T.1],-0.10145766005369927,0.018007664539122545,-5.63413761030907,1.7593649793789815e-08,-0.13675203399605854,-0.06616328611134001,46,True,
color_yellow,x1,0.0008563836364244729,0.001091486124361149,0.7846033195572848,0.43268618315834995,-0.0012828898569485858,0.0029956571297975318,46,True,
color_yellow,x3,0.3899390832805085,0.19337720858449106,2.0164686735052078,0.04375099076710161,0.010926719024016263,0.7689514475370007,46,True,
color_yellow,x4,-0.029695134912449087,0.05435101478651612,-0.5463584264081877,0.5848195815797373,-0.13622116641722462,0.07683089659232645,46,True,
color_yellow,x5,-2.0600066169311493,0.6226545568406868,-3.308426147852356,0.0009382192627868423,-3.2803871231486434,-0.8396261107136551,46,True,
color_yellow,x6,-6.17928224026711,3.4851759156848847,-1.7730187484819677,0.076225600235571,-13.010101514795888,0.6515370342616684,46,True,
color_yellow,x7,-1.2902428606405423,0.1911247279530357,-6.750789782458648,1.470425184611222e-11,-1.664840443983508,-0.9156452772975765,46,True,
color_green,Intercept,11.276987382614685,0.5688895875253743,19.822805039671593,1.89259701877991e-87,10.161984279885104,12.391990485344266,23,True,
color_green,C(x2)[T.1],-0.11542606931495325,0.6062319088211402,-0.19039919812107417,0.8489963259865678,-1.3036187768833578,1.0727666382534515,23,True,
color_green,x1,0.0027057979534942872,0.002910821551757982,0.9295650404471304,0.3525963351723933,-0.00299930745337435,0.008410903360362924,23,True,
color_green,x3,-0.015065196257131763,0.028487665794410373,-0.5288322450092677,0.5969218271298213,-0.07089999521778972,0.0407696027035262,23,True,
color_green,x4,-0.009029201882371968,0.0010643792669300211,-8.483068172132672,2.193320648104028e-17,-0.011115346911445953,-0.006943056853297982,23,True,
color_green,x5,-0.1560421135757981,0.511370354538255,-0.305145013180706,0.7602557094170399,-1.1583095912322565,0.8462253640806603,23,True,
color_green,x6,-4.193527894589627,3.7466222428500853,-1.1192822822189772,0.263019732049226,-11.536772554252474,3.1497167650732205,23,True,
color_green,x7,-0.03775359288167899,0.3396130632202991,-0.11116649201797374,0.9114843223966167,-0.7033829654727898,0.6278757797094318,23,True,
region_central,Intercept,10.764619049446937,0.38214326202928967,28.169066732417946,1.399862181377302e-174,10.015632018934877,11.513606079958997,65,True,
region_central,C(x2)[T.1],0.038937679102994324,0.10845678761734402,0.35901560389538545,0.7195834161870894,-0.17363371850590964,0.2515090767118983,65,True,
region_central,x1,0.0015005916870396052,0.00042768668933401563,3.5086237763824117,0.0004504315848377308,0.0006623411792777637,0.0023388421948014465,65,True,
region_central,x3,0.31258404267325135,0.15466599136974013,2.0210263413758285,0.04327703836483007,0.009444269955377893,0.6157238153911249,65,True,
region_central,x4,0.02378033957452238,0.03395406970868672,0.7003678727925354,0.48369759457610517,-0.04276841418306599,0.09032909333211075,65,True,
region_central,x5,-0.1956872332169455,0.470749826820544,-0.41569262922223876,0.6776349354845119,-1.1183399395136793,0.7269654730797883,65,True,
region_central,x6,-3.529485690088,2.6417094163953867,-1.3360612897780348,0.18152924126871206,-8.707141003843283,1.648169623667283,65,True,
region_central,x7,-0.6814172599963164,0.6194854213231336,-1.0999730365581568,0.27134387015600026,-1.8955863747372794,0.5327518547446466,65,True,
region_eastern,Intercept,10.654083272199102,1.1695323196196663,9.109695468410678,8.26135343622158e-20,8.361842046988968,12.946324497409236,53,True,
region_eastern,C(x2)[T.1],0.04669889692756095,0.18546541753043805,0.2517930164522281,0.801201055516086,-0.3168066418097812,0.4102044356649031,53,True,
region_eastern,x1,0.003381157126191131,0.0017016770648379217,1.9869558073365545,0.04692729435551566,4.593136579097426e-05,0.006716382886591288,53,True,
region_eastern,x3,-0.012899589344139966,0.0011326960929063747,-11.388393961032412,4.7771353316143916e-30,-0.015119632891665695,-0.010679545796614237,53,True,
region_eastern,x4,-0.005940540701956991,0.0019880668327421757,-2.988099094115009,0.002807185207859254,-0.009837080092990272,-0.002044001310923711,53,True,
region_eastern,x5,0.6785291383044221,1.7020760837023996,0.39864794811549675,0.6901526264844324,-2.6574786846992637,4.014536961308107,53,True,
region_eastern,x6,-15.72753170113469,15.61099561681512,-1.00746500013068,0.31371136887306317,-46.32452087290497,14.869457470635592,53,True,
region_eastern,x7,-0.35320819093977396,0.07709749801052802,-4.581318461093792,4.620535998652555e-06,-0.5043165103385574,-0.20209987154099057,53,True,
region_western,Intercept,16.192428103882033,0.3316856819740644,48.81859237188349,0.0,15.54233611302526,16.842520094738806,56,True,
region_western,C(x2)[T.1],-0.10374443758908836,0.09207677620377423,-1.1267166582753998,0.2598622970141705,-0.2842116027610405,0.07672272758286383,56,True,
region_western,x1,-0.00012895186409433296,0.0010960613645346355,-0.11765022312330405,0.9063448089486955,-0.002277192663428046,0.00201928893523938,56,True,
region_western,x3,0.14490381651574125,0.14747047846334874,0.9825954185925735,0.3258066001355612,-0.14413301005531198,0.4339406430867945,56,True,
region_western,x4,-0.12016687884272148,0.06980266585125977,-1.7215227724795092,0.08515600348581208,-0.25697758993607456,0.016643832250631596,56,True,
region_western,x5,-7.575082339582693,0.1509627896743961,-50.17847348953341,0.0,-7.870963970350204,-7.279200708815181,56,True,
region_western,x6,-12.80890483061319,3.4194776902489563,-3.7458658868105186,0.0001797726183104556,-19.510957949439355,-6.106851711787026,56,True,
region_western,x7,3.326165076661148,0.603094784391774,5.515161402059898,3.484600150108525e-08,2.144121019989322,4.508209133332974,56,True,
