code,color,y,x1,x2,x3,x4,x5,x6,x7,Overduearea,Planneddeliveryarea,Province,City,Region,x_coord,y_coord,Overdue,Planned,O_rate,color_text,Region_n
hnyy073,1,96995.90000000001,0.0,0,1.3326009,0.9539982,0.7964985177890068,0.05270960946459299,0.25170903489386925,96995.90000000001,96995.90000000001,Hunan,益阳市,Central area,165.5755,1913.2,96995.90000000001,96995.90000000001,1.0,Red,1
gzbj074,2,12025.93,15.49201,0,1.1449148,0.93258651,0.7882375474307484,0.08463759381221045,0.39795838886757934,12025.93,77834.58,Guizhou,毕节市,Western area,-310.2428,1827.834,12025.93,77834.58,0.15450626186972422,Yellow,2
cqcq075,3,25115.81,5.9603544,0,1.5281005,2.3380821,0.837401393989272,0.013236715749527212,0.23258508058407049,25115.81,25115.81,Chongqing City,重庆市,Western area,-204.167,2186.741,25115.81,25115.81,1.0,Green,2
jxgz076,1,36931.22,27.436943,0,1.1785471,2.2016395,0.807361772185228,0.016588249431729908,0.2119181447373691,36931.22,125679.25,Jiangxi,赣州市,Central area,556.1547,1926.764,36931.22,125679.25,0.2938529629990631,Red,1
yxly077,1,91503.73,109.84263999999999,1,2.0211858,1.8128387,0.7290361651282724,0.02087908830619465,0.28172538469445396,91503.73,183013.33,Henan,洛阳市,Central area,327.5666,2622.538,91503.73,183013.33,0.4999839629167996,Red,1
jscz078,3,99961.87000000001,150.48593,1,1.6218588,1.5362015,1.0321278545865147,0.01763398245169923,0.23148078413144615,99961.87000000001,99961.87000000001,Jiangsu,常州市,Eastern area,865.042,2555.597,99961.87000000001,99961.87000000001,1.0,Green,3
sxdt079,3,142558.0,103.51698,0,1.4493736,0.51591175,0.6783565084150279,0.014762529025704126,0.19665238540883978,142558.0,142558.0,Shanxi,大同市,Central area,195.3071,3031.825,142558.0,142558.0,1.0,Green,1
yxly080,2,98483.05,20.85062,1,2.3272599,0.20544673,0.7290361651282724,0.02087908830619465,0.28172538469445396,98483.05,98483.05,Henan,洛阳市,Central area,327.5666,2622.538,98483.05,98483.05,1.0,Yellow,1
cqcq081,1,37327.14,4.6622446,0,1.0536068,0.92574566,0.837401393989272,0.013236715749527212,0.23258508058407049,37327.14,37327.14,Chongqing City,重庆市,Western area,-204.167,2186.741,37327.14,37327.14,1.0,Red,2
hnwc082,2,56043.36,0.001,0,1.0297453,1.1123994,0.5358266188939392,0.015024725850280807,0.42157744923379037,56043.36,56043.36,Hainan,海口市,Eastern area,-30.56441,981.5171,56043.36,56043.36,1.0,Yellow,3
hbcz083,1,118086.55,18.175221,1,1.4112302,1.957993,0.7109781757714158,0.01213319377191041,0.2488844305706367,118086.55,118086.55,Hebei,沧州市,Eastern area,549.064,3292.096,118086.55,118086.55,1.0,Red,3
hnsy084,1,66791.56,12.112135,0,1.0112108,4.0127108,0.7964985177890068,0.05270960946459299,0.25170903489386925,66791.56,66791.56,Hunan,邵阳市,Central area,165.5755,1913.2,66791.56,66791.56,1.0,Red,1
sxll085,1,86921.68000000001,14.254719,1,1.7981826,0.78990772,0.6783565084150279,0.014762529025704126,0.19665238540883978,86921.68000000001,86921.68000000001,Shanxi,临汾市,Central area,195.3071,3031.825,86921.68000000001,86921.68000000001,1.0,Red,1
cqcq086,1,77467.6,0.0,0,1.6843918,1.126069,0.837401393989272,0.013236715749527212,0.23258508058407049,77467.6,77467.6,Chongqing City,重庆市,Western area,-204.167,2186.741,77467.6,77467.6,1.0,Red,2
hnyy087,3,75287.2,8.364697999999999,0,2.3060708,1.0469271,0.7964985177890068,0.05270960946459299,0.25170903489386925,75287.2,75287.2,Hunan,益阳市,Central area,165.5755,1913.2,75287.2,75287.2,1.0,Green,1
dbhs088,2,21949.09,10.697173,0,1.704364,0.99336242,0.7686943654696622,0.029104031210575552,0.3081954353716442,21949.09,21949.09,Liaoning,沈阳市,Eastern area,1059.48,3342.688,21949.09,21949.09,1.0,Yellow,3
cqcq089,1,27551.030000000002,124.45975,0,2.3060708,0.69758461,0.837401393989272,0.013236715749527212,0.23258508058407049,27551.030000000002,27551.030000000002,Chongqing City,重庆市,Western area,-204.167,2186.741,27551.030000000002,27551.030000000002,1.0,Red,2
ydxx090,1,34124.92,6.99,1,1.1694802,2.3006476,0.6621007425706285,0.01779819670068548,0.22212737639704153,34124.92,159825.1,Henan,新乡市,Central area,327.5666,2622.538,34124.92,159825.1,0.21351414765265278,Red,1
hnbh091,2,101306.06,22.679519,0,2.3060708,10.146545,0.5358266188939392,0.015024725850280807,0.42157744923379037,101306.06,101306.06,Hainan,海口市,Eastern area,-30.56441,981.5171,101306.06,101306.06,1.0,Yellow,3
gxqz092,1,62258.6,2.8640336000000004,0,1.8216977,0.54214808,0.70185954230726,0.0674344016839936,0.19676732720978388,62258.6,62258.6,Guangxi Zhuangzu,钦州市,Western area,-125.5177,1493.003,62258.6,62258.6,1.0,Red,2
sxll093,3,89679.78,0.0,0,1.0001315,7.2080168,0.6783565084150279,0.014762529025704126,0.19665238540883978,89679.78,176324.53000000003,Shanxi,临汾市,Central area,195.3071,3031.825,89679.78,176324.53000000003,0.5086063748475609,Green,1
jxjx094,2,12578.67,57.020044,0,0.84866259,2.756818,0.807361772185228,0.016588249431729908,0.2119181447373691,12578.67,12578.67,Jiangxi,新余市,Central area,556.1547,1926.764,12578.67,12578.67,1.0,Yellow,1
hbsj095,1,80189.25,0.0,0,1.14748,7.6014142,0.7109781757714158,0.01213319377191041,0.2488844305706367,80189.25,80189.25,Hebei,石家庄市,Eastern area,549.064,3292.096,80189.25,80189.25,1.0,Red,3
gxhz096,2,41222.23,3.976417,0,1.2858387,0.47134166,0.70185954230726,0.0674344016839936,0.19676732720978388,41222.23,75662.01000000001,Guangxi Zhuangzu,贺州市,Western area,-125.5177,1493.003,41222.23,75662.01000000001,0.5448207098912651,Yellow,2
jxpx097,2,39923.9,22.409407,0,1.3816807,2.401662,0.807361772185228,0.016588249431729908,0.2119181447373691,39923.9,96510.29,Jiangxi,萍乡市,Central area,556.1547,1926.764,39923.9,96510.29,0.41367505993402365,Yellow,1
gxhz098,1,83009.15,183.04029,0,1.4833309,0.39831237,0.70185954230726,0.0674344016839936,0.19676732720978388,83009.15,83009.15,Guangxi Zhuangzu,贺州市,Western area,-125.5177,1493.003,83009.15,83009.15,1.0,Red,2
cqcs099,1,54281.27,2.7405179,0,1.0382076,0.70317891,0.837401393989272,0.013236715749527212,0.23258508058407049,54281.27,54281.27,Chongqing City,重庆市,Western area,-204.167,2186.741,54281.27,54281.27,1.0,Red,2
xbyd100,1,59862.840000000004,6.606249699999999,0,1.2789393,3.2524503,0.69177574771193,0.03045135059379122,0.2527564278261851,59862.840000000004,59862.840000000004,Gansu,兰州市,Western area,-762.6987,3093.822,59862.840000000004,59862.840000000004,1.0,Red,2
sdbz101,2,35051.88,0.0,0,0.99804852,1.4061149,0.6899470327975797,0.019919818030096056,0.09335376053505097,35051.88,56367.719999999994,Shandong,滨州市,Eastern area,818.8971,3022.989,35051.88,56367.719999999994,0.6218431400099206,Yellow,3
cqcq102,1,23253.98,19.285922,0,1.3765637,2.6113409,0.837401393989272,0.013236715749527212,0.23258508058407049,23253.98,23253.98,Chongqing City,重庆市,Western area,-204.167,2186.741,23253.98,23253.98,1.0,Red,2
sdta103,1,33700.53,10.837054,0,0.58595329,2.3418416,0.6899470327975797,0.019919818030096056,0.09335376053505097,33700.53,33700.53,Shandong,泰安市,Eastern area,818.8971,3022.989,33700.53,33700.53,1.0,Red,3
hnly104,2,103884.13999999998,0.0,0,0.93391283,2.7338999,0.7964985177890068,0.05270960946459299,0.25170903489386925,103884.13999999998,103884.13999999998,Hunan,长沙市,Central area,165.5755,1913.2,103884.13999999998,103884.13999999998,1.0,Yellow,1
yxly105,3,52966.17999999999,54.220444,1,1.6370017,0.8315,0.7290361651282724,0.02087908830619465,0.28172538469445396,52966.17999999999,52966.17999999999,Henan,洛阳市,Central area,327.5666,2622.538,52966.17999999999,52966.17999999999,1.0,Green,1
ahbb106,2,49695.71,39.756312,0,1.3016512,0.64212546,1.0087949151260105,0.019491992058553002,0.19185697048136535,49695.71,49695.71,Anhui,蚌埠市,Central area,671.9757,2408.49,49695.71,49695.71,1.0,Yellow,1
jxyc107,1,45329.46,90.449217,0,1.1792807,1.2388636,0.807361772185228,0.016588249431729908,0.2119181447373691,45329.46,45329.46,Jiangxi,宜春市,Central area,556.1547,1926.764,45329.46,45329.46,1.0,Red,1
cqcq108,2,20086.179999999997,3.8333019999999998,0,1.5467326,0.30605156,0.837401393989272,0.013236715749527212,0.23258508058407049,20086.179999999997,20086.179999999997,Chongqing City,重庆市,Western area,-204.167,2186.741,20086.179999999997,20086.179999999997,1.0,Yellow,2
hnsy109,1,12423.1,25.649805999999998,0,2.1220827,0.46283305,0.5358266188939392,0.015024725850280807,0.42157744923379037,12423.1,12423.1,Hainan,三亚市,Eastern area,-30.56441,981.5171,12423.1,12423.1,1.0,Red,3
hbzj110,3,44292.99999999999,233.50376,0,1.0163495,6.8656484,0.7109781757714158,0.01213319377191041,0.2488844305706367,44292.99999999999,44292.99999999999,Hebei,张家口市,Eastern area,549.064,3292.096,44292.99999999999,44292.99999999999,1.0,Green,3
ldyt111,2,21893.899999999998,37.671638,0,1.4017437,1.2005098,0.8467148355855535,0.016559034321694505,0.9495546659761421,21893.899999999998,55476.520000000004,Shandong,烟台市,Eastern area,818.8971,3022.989,21893.899999999998,55476.520000000004,0.39465164721940016,Yellow,3
sxjz112,1,12316.039999999999,29.095814999999998,1,1.0178786,0.3507489,0.6783565084150279,0.014762529025704126,0.19665238540883978,12316.039999999999,44187.34,Shanxi,太原市,Central area,195.3071,3031.825,12316.039999999999,44187.34,0.2787232723218913,Red,1
sxdt113,2,66614.34,57.547804,0,1.3243634,1.444269,0.6783565084150279,0.014762529025704126,0.19665238540883978,66614.34,85981.67,Shanxi,大同市,Central area,195.3071,3031.825,66614.34,85981.67,0.7747504787939103,Yellow,1
dbsy114,3,120146.36,159.81272,1,2.9782907,0.35485208,0.7686943654696622,0.029104031210575552,0.3081954353716442,120146.36,120146.36,Liaoning,沈阳市,Eastern area,1059.48,3342.688,120146.36,120146.36,1.0,Green,3
bjdl115,1,55540.409999999996,73.926435,0,1.5887936,1.6519334,0.697691698037563,0.02602653838185755,0.189146685013832,55540.409999999996,55540.409999999996,Inner Mongol,包头市,Western area,257.7787,3768.07,55540.409999999996,55540.409999999996,1.0,Red,2
hbxt116,1,43466.99,21.822558,0,1.1948587,1.3297436,0.7109781757714158,0.01213319377191041,0.2488844305706367,43466.99,43466.99,Hebei,邢台市,Eastern area,549.064,3292.096,43466.99,43466.99,1.0,Red,3
gxgl117,2,45253.06,42.212340000000005,0,1.2780872,1.012855,0.70185954230726,0.0674344016839936,0.19676732720978388,45253.06,45253.06,Guangxi Zhuangzu,桂林市,Western area,-125.5177,1493.003,45253.06,45253.06,1.0,Yellow,2
xblz118,3,58363.22,92.02850099999999,1,0.9960117,0.95462951,0.69177574771193,0.03045135059379122,0.2527564278261851,58363.22,58363.22,Gansu,兰州市,Western area,-762.6987,3093.822,58363.22,58363.22,1.0,Green,2
hbts119,2,92607.88,0.0,0,1.7357399,0.19573246,0.7109781757714158,0.01213319377191041,0.2488844305706367,92607.88,92607.88,Hebei,唐山市,Eastern area,549.064,3292.096,92607.88,92607.88,1.0,Yellow,3
yday120,1,44260.05,0.0,0,1.2085069,1.766113,0.6621007425706285,0.01779819670068548,0.22212737639704153,44260.05,165994.46,Henan,安阳市,Central area,327.5666,2622.538,44260.05,165994.46,0.2666357057940368,Red,1
dbdl121,1,19372.23,3.0666387,1,1.8640176,1.0040187,0.7686943654696622,0.029104031210575552,0.3081954353716442,19372.23,28312.469999999998,Liaoning,大连市,Eastern area,1059.48,3342.688,19372.23,28312.469999999998,0.6842295991836813,Red,3
hbts122,3,22251.32,10.318583,0,3.565041,0.09566934,0.7109781757714158,0.01213319377191041,0.2488844305706367,22251.32,36619.39,Hebei,唐山市,Eastern area,549.064,3292.096,22251.32,36619.39,0.6076376477052184,Green,3
ydhb123,1,31460.0,0.0,0,1.5339114,0.76124098,0.6621007425706285,0.01779819670068548,0.22212737639704153,31460.0,43851.18,Henan,鹤壁市,Central area,327.5666,2622.538,31460.0,43851.18,0.7174265321936605,Red,1
ldyt124,3,83363.0,135.85075999999998,1,1.3038291,3.1863084,0.8467148355855535,0.016559034321694505,0.9495546659761421,83363.0,83363.0,Shandong,烟台市,Eastern area,818.8971,3022.989,83363.0,83363.0,1.0,Green,3
scms125,1,41450.55,0.00020993999999999999,1,2.3060708,1.3003157,0.833973144114031,0.03255570365183585,0.37872732400377085,41450.55,41450.55,Sichuan,成都市,Western area,-686.9829,2272.767,41450.55,41450.55,1.0,Red,2
jxsr126,1,63975.38,14.188197,1,1.2355028,0.57240863,0.807361772185228,0.016588249431729908,0.2119181447373691,63975.38,63975.38,Jiangxi,上饶市,Central area,556.1547,1926.764,63975.38,63975.38,1.0,Red,1
dbyk127,2,84311.77,34.117672,1,1.641082,0.58585612,0.7686943654696622,0.029104031210575552,0.3081954353716442,84311.77,84311.77,Liaoning,营口市,Eastern area,1059.48,3342.688,84311.77,84311.77,1.0,Yellow,3
sxlf128,1,52095.799999999996,2.353926,0,1.2957669,1.9006271,0.6783565084150279,0.014762529025704126,0.19665238540883978,52095.799999999996,52095.799999999996,Shanxi,临汾市,Central area,195.3071,3031.825,52095.799999999996,52095.799999999996,1.0,Red,1
hstz129,1,117592.32,35.450129000000004,0,1.1248221,4.3388089,0.9150533164260033,0.016125056146342066,0.23917430379723265,117592.32,117592.32,Jiangsu,泰州市,Eastern area,865.042,2555.597,117592.32,117592.32,1.0,Red,3
hnsy130,2,27608.100000000002,3.3175617,0,0.20982491,0.49498823,0.7964985177890068,0.05270960946459299,0.25170903489386925,27608.100000000002,27608.100000000002,Hunan,邵阳市,Central area,165.5755,1913.2,27608.100000000002,27608.100000000002,1.0,Yellow,1
sdzz131,1,7115.12,0.0,1,148.5982,0.00140317,0.6899470327975797,0.019919818030096056,0.09335376053505097,7115.12,7115.12,Shandong,枣庄市,Eastern area,818.8971,3022.989,7115.12,7115.12,1.0,Red,3
scsn132,2,39705.78,31.169225,1,1.1359892,0.5102226,0.833973144114031,0.03255570365183585,0.37872732400377085,39705.78,39705.78,Sichuan,遂宁市,Western area,-686.9829,2272.767,39705.78,39705.78,1.0,Yellow,2
